timestamp,phase_A_voltage,phase_B_voltage,phase_C_voltage,line_current,frequency,power_factor,thd_percent
0.0074,236.91480391195876,-311.1288367,74.21403278596323,3.364484313710706,50.00232394102169,0.9504649138322381,2.006974109532395
0.0076,222.4778094268238,-316.4131434,93.93533401,3.342273552964344,50.00238670311943,0.950477477,2.0071625862544953
0.0078,207.16279666832406,-320.448712,113.28591537959011,3.3187119948743447,50.00244946144822,0.9504900394084638,2.007351061958632
0.008,191.03020699505376,-323.219616,132.1894089996351,3.2938926261462367,50.002512215908986,0.9505026019088667,2.0075395366180184
0.0082,174.14370836817378,-324.7149198,150.57121141395524,3.2679133974894983,50.00257496640262,0.9505151642108504,2.007728010205869
0.0084,156.5699440830573,-324.9287221,168.35877804626747,3.240876837050857,50.00263771283003,0.9505277263094554,2.007916482695397
0.0086,138.37826975864857,-323.8601793,185.48190949744037,3.2128896457825364,50.00270045509213,0.9505402881997222,2.0081049540598164
0.0088,119.64047962252027,-321.5135082,201.87302859045096,3.1840622763423387,50.00276319308985,0.9505528498766921,2.0082934242723405
0.009,100.43052317185781,-317.8979702,217.46744706662906,3.1545084971874737,50.00282593,0.9505654113354054,2.0084818933061843
0.0092,80.82421332857783,-313.0278342,232.20362088066116,3.1243449435824275,50.00288865589583,0.9505779725709034,2.008670361134562
0.0094,60.898927240360486,-306.9223203,246.02339308682093,3.0936906572928624,50.00295138050598,0.9505905335782269,2.0088588277306885
0.0096,40.73330090839883,-299.6055243,258.8722233578639,3.062666616782152,50.003014100455495,0.9506030943524171,2.0090472930677774
0.0098,20.406918847026915,-291.1063221,270.69940323078237,3.0313952597646567,50.003076815645336,0.9506156548885152,2.0092357571190442
0.01,3.980102097228898e-14,-281.4582562,281.4582562299426,3,50.003139525976465,0.9506282151815625,2.009424219857704
0.0102,-20.40691885,-270.6994032,291.10632207780924,2.9686047402353433,50.00320223134985,0.9506407752266004,2.0096126812569723
0.010400000000000001,-40.73330091,-258.8722234,299.60552426626276,2.9373333832178474,50.00326493166648,0.9506533350186704,2.0098011412900636
0.0106,-60.89892724,-246.0233931,306.9223203271814,2.9063093427071376,50.003327626827335,0.9506658945528141,2.009989599930195
0.0108,-80.82421333,-232.2036209,313.0278342,2.8756550564175725,50.003390316733416,0.9506784538240731,2.0101780571505805
0.011000000000000001,-100.4305232,-217.4674471,317.89797023848695,2.8454915028125263,50.00345300128572,0.9506910128274894,2.010366512924438
0.0112,-119.6404796,-201.8730286,321.5135082129712,2.815937723657661,50.00351568038526,0.9507035715581047,2.0105549672249823
0.0114,-138.3782698,-185.4819095,323.86017925608894,2.7871103542174636,50.00357835393307,0.9507161300109611,2.01074342
0.011600000000000001,-156.5699441,-168.358778,324.9287221293248,2.7591231629491424,50.00364102183017,0.9507286881811007,2.010931871298999
0.0118,-174.1437084,-150.5712114,324.71491978212896,2.7320866025105017,50.00370368397759,0.9507412460635658,2.011120321018905
0.012,-191.030207,-132.189409,323.2196159946888,2.7061073738537633,50.00376634,0.9507538036533987,2.011308769158365
0.0122,-207.1627967,-113.2859154,320.44871204791406,2.681288005125655,50.00382899062763,0.9507663609456417,2.011497215690597
0.012400000000000001,-222.4778094,-93.93533401,316.4131434337771,2.6577264470356554,50.00389163493237,0.9507789179353378,2.011685660588818
0.0126,-236.9148039,-74.21403279,311.1288366979219,2.635515686289294,50.00395427309169,0.9507914746175292,2.011874103826246
0.0128,-250.4168039,-54.19984268,304.61664658486467,2.614743378612105,50.00401690500667,0.9508040309872591,2.012062545376099
0.013000000000000001,-262.9305232,-33.97175056,296.90227373384516,2.595491502812526,50.00407953057841,0.9508165870395702,2.0122509852115957
0.0132,-274.4065758,-13.60958746,288.0161632501447,2.5778360372489924,50.00414214970801,0.9508291427695057,2.0124394233059544
0.0134,-284.799671,6.8062864620910855,277.9933845521646,2.5618466599780683,50.004204762296595,0.9508416981721087,2.012627859632393
0.013600000000000001,-294.0687921,27.195299083002492,266.8734929684537,2.547586474,50.00426736824528,0.9508542532424227,2.012816294164131
0.013800000000000002,-302.1773579,47.476984282783626,254.70037363089787,2.535111757055874,50.00432996745521,0.9508668079754911,2.0130047268743887
0.014,-309.0933678,67.57129951577153,241.52206828015312,2.524471741852423,50.00439255982754,0.9508793623663573,2.0131931577363837
0.0142,-314.7895274,87.39894169996155,227.3905856668436,2.5157084194356845,50.00445514526341,0.9508919164100652,2.0133815867233373
0.014400000000000001,-319.2433565,106.88166019003964,212.3616963,2.5088563746356556,50.004517723663994,0.9509044701016586,2.013570013808469
0.0146,-322.4372779,125.94256559693343,196.49471233027182,2.5039426493427612,50.004580294930484,0.9509170234361816,2.0137584389649987
0.0148,-324.3586867,144.5064332351013,179.8522535040867,2.500986635785864,50.00464285896406,0.9509295764086783,2.013946862166148
0.015000000000000001,-325,162.50000000000026,162.49999999999972,2.5,50.004705415665924,0.9509421290141928,2.0141352833851367
0.0152,-324.3586867,179.85225350408695,144.50643323510127,2.500986635785864,50.00476796,0.9509546812477698,2.0143237025951866
0.0154,-322.4372779,196.49471233027185,125.9425655969334,2.5039426493427612,50.004830506679404,0.9509672331044537,2.0145121197695186
0.015600000000000001,-319.2433565,212.3616962967842,106.88166019003934,2.5088563746356556,50.00489304079348,0.9509797845792893,2.014700534881355
0.0158,-314.7895274,227.39058566684366,87.39894169996124,2.5157084194356845,50.00495556718078,0.9509923356673216,2.0148889479039176
0.016,-309.0933678,241.52206828015298,67.57129951577178,2.524471741852423,50.00501808574256,0.9510048863635954,2.0150773588104283
0.0162,-302.1773579,254.70037363089773,47.476984282783874,2.535111757055874,50.0050806,0.951017437,2.0152657675741104
0.0164,-294.0687921,266.8734929684539,27.19529908300218,2.5475864737669904,50.00514309899468,0.9510299865610486,2.015454174168186
0.0166,-284.799671,277.9933845521646,6.806286462090772,2.5618466599780683,50.00520559348761,0.9510425360523189,2.0156425785658794
0.016800000000000002,-274.4065758,288.0161632501449,-13.60958746,2.577836037248993,50.00526807976019,0.9510550851320125,2.0158309807404136
0.017,-262.9305232,296.90227373384533,-33.97175056,2.5954915028125263,50.00533055771376,0.9510676337951751,2.016019380665012
0.0172,-250.4168039,304.6166465848648,-54.19984268,2.6147433786121055,50.00539302724965,0.951080182,2.016207778312899
0.017400000000000002,-236.9148039,311.12883669792194,-74.21403279,2.6355156862892946,50.00545548826921,0.9510927298520919,2.0163961736572995
0.0176,-222.4778094,316.4131434337771,-93.93533401,2.657726447035656,50.00551794067382,0.9511052772359385,2.016584566671438
0.0178,-207.1627967,320.44871204791406,-113.2859154,2.6812880051256553,50.00558038436484,0.9511178241834392,2.016772957
0.018000000000000002,-191.030207,323.21961599468887,-132.189409,2.7061073738537638,50.005642819243675,0.9511303706896405,2.0169613456018305
0.0182,-174.1437084,324.7149198,-150.5712114,2.7320866025105017,50.00570524521172,0.9511429167495893,2.0171497314645355
0.0184,-156.5699441,324.9287221293248,-168.358778,2.7591231629491424,50.00576766217041,0.9511554623583328,2.017338114889881
0.018600000000000002,-138.3782698,323.86017925608894,-185.4819095,2.787110354217464,50.00583007002118,0.951168008,2.0175264958510937
0.0188,-119.6404796,321.51350821297115,-201.8730286,2.8159377236576613,50.005892468665465,0.9511805522023924,2.017714874321401
0.019,-100.4305232,317.89797023848695,-217.4674471,2.8454915028125263,50.00595485800474,0.9511930964278034,2.017903250274029
0.019200000000000002,-80.82421333,313.0278342092389,-232.2036209,2.875655056417573,50.00601723794048,0.9512056401821988,2.018091623682206
0.0194,-60.89892724,306.92232032718135,-246.0233931,2.9063093427071376,50.006079608374186,0.9512181834606266,2.018279995
0.0196,-40.73330091,299.60552426626265,-258.8722234,2.937333383217848,50.006141969207356,0.9512307262581349,2.018468362758119
0.0198,-20.40691885,291.10632207780924,-270.6994032,2.9686047402353433,50.006204320341524,0.9512432685697719,2.018656728372312
0.02,-7.96E-14,281.4582562299427,-281.4582562,3,50.00626666167822,0.9512558103905863,2.0188450913349674
0.020200000000000003,20.406918847027224,270.69940323078225,-291.1063221,3.031395259764657,50.00632899,0.9512683517156265,2.019033451619315
0.0204,40.733300908399144,258.8722233578638,-299.6055243,3.0626666167821526,50.006391314565434,0.9512808925399415,2.019221809198585
0.0206,60.898927240360656,246.0233930868209,-306.9223203,3.0936906572928624,50.00645362591911,0.9512934328585805,2.019410164046007
0.020800000000000003,80.82421332857814,232.20362088066085,-313.0278342,3.124344943582428,50.00651592708163,0.9513059726665927,2.019598516134812
0.021,100.43052317185814,217.46744706662872,-317.8979702,3.154508497187474,50.00657821795461,0.9513185119590275,2.0197868654382307
0.0212,119.64047962252043,201.8730285904507,-321.5135082,3.184062276342339,50.006640498439694,0.9513310507309347,2.0199752119294945
0.021400000000000002,138.37826975864886,185.48190949744023,-323.8601793,3.212889645782537,50.00670276843852,0.9513435889773642,2.0201635555818354
0.0216,156.56994408305758,168.35877804626733,-324.9287221,3.240876837050858,50.00676502785276,0.951356127,2.020351896368485
0.0218,174.14370836817392,150.5712114139552,-324.7149198,3.2679133974894983,50.00682728,0.9513686638739904,2.0205402342626764
0.022000000000000002,191.0302069950539,132.18940899963482,-323.219616,3.2938926261462367,50.00688951453423,0.9513812005142881,2.0207285692376424
0.0222,207.1627966683242,113.28591537958982,-320.448712,3.318711994874345,50.00695174160489,0.9513937366093096,2.0209169012666166
0.0224,222.4778094268238,93.93533400695325,-316.4131434,3.342273552964344,50.00701395769779,0.951406272,2.0211052303228327
0.022600000000000002,236.91480391195887,74.21403279,-311.1288367,3.364484313710706,50.00707616,0.9514188071437285,2.0212935563795247
0.0228,250.41680390213153,54.19984268273343,-304.6166466,3.3852566213878945,50.00713835655737,0.9514313415732283,2.0214818794099276
0.023,262.9305231718579,33.97175056198768,-296.9022737,3.4045084971874737,50.00720053912761,0.9514438754376572,2.0216701993872763
0.023200000000000002,274.40657578815495,13.60958746198973,-288.0161633,3.4221639627510076,50.00726271032722,0.9514564087320668,2.0218585162848064
0.0234,284.79967101425564,-6.806286462,-277.9933846,3.4381533400219317,50.007324870058014,0.9514689414515095,2.0220468300757535
0.0236,294.0687920514562,-27.19529908,-266.873493,3.4524135262330096,50.00738701822184,0.9514814735910373,2.022235140733355
0.0238,302.1773579136818,-47.47698428,-254.7003736,3.464888242944126,50.007449154720554,0.9514940051457027,2.0224234482308465
0.024,309.0933678,-67.57129952,-241.5220683,3.475528258147577,50.00751127945604,0.9515065361105586,2.0226117525414664
0.024200000000000003,314.78952736680526,-87.3989417,-227.3905857,3.4842915805643155,50.00757339233019,0.9515190664806579,2.0228000536384516
0.0244,319.24335648682387,-106.8816602,-212.3616963,3.4911436253643444,50.00763549324491,0.9515315962510538,2.022988351495041
0.0246,322.4372779272053,-125.9425656,-196.4947123,3.4960573506572388,50.00769758210215,0.9515441254167998,2.023176646084473
0.024800000000000003,324.3586867391883,-144.5064332,-179.8522535,3.499013364214136,50.00775965880386,0.9515566539729495,2.0233649373799865
0.025,324.99999999999994,-162.5,-162.5,3.5,50.007821723252015,0.9515691819145569,2.023553225354821
0.0252,324.3586867391883,-179.8522535,-144.5064332,3.499013364214136,50.00788377534859,0.9515817092366761,2.0237415099822176
0.025400000000000002,322.4372779272052,-196.4947123,-125.9425656,3.4960573506572388,50.007945814995615,0.9515942359343615,2.0239297912354157
0.0256,319.2433564868238,-212.3616963,-106.8816602,3.4911436253643444,50.00800784209511,0.9516067620026678,2.024118069087657
0.0258,314.78952736680515,-227.3905857,-87.3989417,3.4842915805643155,50.00806985654913,0.951619287,2.024306343512183
0.026000000000000002,309.0933677959248,-241.5220683,-67.57129952,3.475528258147577,50.008131858259745,0.9516318122313631,2.024494614482235
0.0262,302.1773579136816,-254.7003736,-47.47698428,3.4648882429441255,50.00819384712904,0.9516443363818626,2.0246828819710565
0.0264,294.0687920514562,-266.873493,-27.19529908,3.4524135262330096,50.008255823059145,0.9516568598832041,2.0248711459518898
0.026600000000000002,284.7996710142556,-277.9933846,-6.806286462,3.4381533400219317,50.00831778595217,0.9516693827304437,2.0250594063979785
0.0268,274.4065757881549,-288.0161633,13.609587461990108,3.4221639627510076,50.00837973571028,0.9516819049186372,2.025247663282567
0.027,262.9305232,-296.9022737,33.97175056198749,3.4045084971874737,50.008441672235634,0.9516944264428414,2.025435916578899
0.027200000000000002,250.41680390213128,-304.6166466,54.19984268273381,3.385256621387894,50.00850359543045,0.9517069472981129,2.0256241662602203
0.0274,236.91480391195861,-311.1288367,74.21403278596357,3.3644843137107054,50.00856550519691,0.9517194674795086,2.025812412299776
0.027600000000000003,222.47780942682374,-316.4131434,93.93533400695362,3.342273552964344,50.00862740143728,0.9517319869820858,2.026000654670812
0.027800000000000002,207.16279666832412,-320.448712,113.28591537959016,3.3187119948743447,50.00868928405381,0.951744506,2.0261888933465757
0.028,191.03020699505382,-323.219616,132.18940899963516,3.2938926261462367,50.00875115294876,0.9517570239310148,2.026377128300313
0.028200000000000003,174.14370836817355,-324.7149198,150.57121141395555,3.267913397489498,50.008813008024454,0.9517695413674825,2.026565359505273
0.0284,156.56994408305724,-324.9287221,168.3587780462677,3.240876837050857,50.00887484918321,0.9517820581053632,2.026753586934702
0.0286,138.3782697586485,-323.8601793,185.48190949744057,3.212889645782536,50.00893667632736,0.9517945741397157,2.026941811
0.028800000000000003,119.64047962251982,-321.5135082,201.87302859045147,3.1840622763423383,50.00899848935928,0.9518070894655987,2.0271300303599658
0.029,100.43052317185804,-317.8979702,217.4674471,3.1545084971874737,50.00906028818136,0.9518196040780713,2.0273182463022996
0.0292,80.82421332857805,-313.0278342,232.20362088066113,3.124344943582428,50.00912207,0.9518321179721931,2.027506458362101
0.029400000000000003,60.89892724036029,-306.9223203,246.0233930868212,3.093690657292862,50.00918384280565,0.9518446311430239,2.0276946665126214
0.0296,40.73330090839877,-299.6055243,258.8722234,3.062666616782152,50.009245598412754,0.9518571435856233,2.0278828707271117
0.0298,20.406918847026848,-291.1063221,270.6994032307825,3.0313952597646567,50.00930734,0.951869655,2.0280710709788248
0.030000000000000002,-4.58E-13,-281.4582562,281.4582562299429,2.999999999999999,50.00936906572929,0.9518821662663702,2.0282592672410122
0.0302,-20.40691885,-270.6994032,291.1063220778094,2.968604740235343,50.009430777243736,0.9518946764946391,2.028447459486928
0.0304,-40.73330091,-258.8722234,299.6055242662628,2.9373333832178474,50.009492473865706,0.9519071859749197,2.028635647689825
0.030600000000000002,-60.89892724,-246.0233931,306.92232032718147,2.9063093427071376,50.00955415549776,0.9519196947022736,2.0288238318229577
0.0308,-80.82421333,-232.2036209,313.0278342,2.8756550564175725,50.00961582,0.9519322026717623,2.029012011859581
0.031,-100.4305232,-217.4674471,317.8979702384869,2.8454915028125263,50.00967747340254,0.9519447098784479,2.029200187772951
0.031200000000000002,-119.6404796,-201.8730286,321.51350821297126,2.8159377236576604,50.009739109480535,0.9519572163173929,2.029388359536323
0.031400000000000004,-138.3782698,-185.4819095,323.86017925608894,2.7871103542174636,50.009800730179144,0.951969722,2.0295765271229533
0.0316,-156.5699441,-168.358778,324.9287221293248,2.7591231629491424,50.00986233540106,0.951982227,2.0297646905060995
0.0318,-174.1437084,-150.5712114,324.7149198,2.7320866025105017,50.00992392504901,0.9519947309784123,2.02995285
0.032,-191.030207,-132.189409,323.2196159946888,2.7061073738537638,50.00998549902572,0.9520072342970243,2.030141004554972
0.0322,-207.1627967,-113.2859154,320.44871204791406,2.6812880051256553,50.01004705723397,0.952019737,2.030329155167215
0.0324,-222.4778094,-93.93533401,316.4131434337772,2.657726447035656,50.01010859957654,0.9520322385520396,2.0305173014690086
0.032600000000000004,-236.9148039,-74.21403279,311.12883669792166,2.6355156862892937,50.01017012595625,0.9520447394785716,2.0307054434336136
0.0328,-250.4168039,-54.19984268,304.6166465848645,2.6147433786121046,50.01023163627595,0.9520572395978728,2.030893581
0.033,-262.9305232,-33.97175056,296.9022737,2.595491502812526,50.01029313043849,0.9520697389050085,2.0310817142442996
0.0332,-274.4065758,-13.60958746,288.0161632501445,2.5778360372489924,50.01035460834678,0.9520822373950439,2.0312698430369043
0.0334,-284.799671,6.806286462091006,277.99338455216446,2.5618466599780683,50.01041606990373,0.952094735,2.031457967385367
0.033600000000000005,-294.0687921,27.195299083002993,266.8734929684533,2.547586474,50.01047751501228,0.952107232,2.031646087262951
0.033800000000000004,-302.1773579,47.47698428278411,254.70037363089747,2.535111757055874,50.010538943575405,0.9521197279132091,2.031834203
0.034,-309.0933678,67.57129951577201,241.5220682801527,2.524471741852423,50.01060036,0.9521322230855052,2.032022313498539
0.0342,-314.7895274,87.39894169996145,227.39058566684338,2.5157084194356845,50.01066175067739,0.9521447174160333,2.0322104198030733
0.0344,-319.2433565,106.88166019003955,212.36169629678392,2.5088563746356556,50.01072312902232,0.952157211,2.032398521529789
0.0346,-322.4372779,125.94256559693336,196.49471233027154,2.5039426493427612,50.01078449043396,0.9521697035320561,2.0325866186519512
0.034800000000000005,-324.3586867,144.50643323510172,179.85225350408615,2.500986635785864,50.01084583481542,0.9521821953076866,2.032774711142829
0.035,-325,162.50000000000017,162.4999999999994,2.5,50.01090716206983,0.9521946862218209,2.032962798975689
0.0352,-324.3586867,179.85225350408692,144.50643323510096,2.500986635785864,50.01096847210034,0.9522071762695278,2.0331508821238002
0.0354,-322.4372779,196.49471233027182,125.9425655969331,2.5039426493427612,50.01102976481013,0.9522196654458764,2.0333389605604317
0.0356,-319.2433565,212.36169629678417,106.88166019003928,2.5088563746356556,50.01109104010242,0.9522321537459364,2.0335270342588534
0.0358,-314.7895274,227.3905856668436,87.39894169996118,2.5157084194356845,50.01115229788044,0.9522446411647774,2.033715103192336
0.036000000000000004,-309.0933678,241.52206828015332,67.57129951577116,2.524471741852423,50.01121353804747,0.9522571276974696,2.0339031673341506
0.0362,-302.1773579,254.70037363089804,47.47698428278324,2.5351117570558745,50.01127476050679,0.9522696133390836,2.034091226657569
0.0364,-294.0687921,266.87349296845383,27.195299083002112,2.5475864737669904,50.01133596516171,0.952282098,2.034279281135863
0.0366,-284.799671,277.99338455216457,6.806286462090708,2.5618466599780683,50.01139715191561,0.9522945819293603,2.0344673307423076
0.0368,-274.4065758,288.01616325014464,-13.60958746,2.5778360372489924,50.01145832067185,0.9523070648681661,2.0346553754501753
0.037000000000000005,-262.9305232,296.90227373384533,-33.97175056,2.5954915028125267,50.01151947133383,0.9523195468961791,2.0348434152327415
0.037200000000000004,-250.4168039,304.6166465848648,-54.19984268,2.6147433786121055,50.011580603804994,0.9523320280084718,2.0350314500632813
0.0374,-236.9148039,311.12883669792194,-74.21403279,2.6355156862892946,50.01164171798881,0.9523445082001168,2.035219479915071
0.0376,-222.4778094,316.4131434337771,-93.93533401,2.657726447035656,50.01170281378876,0.952356987,2.035407504761387
0.0378,-207.1627967,320.44871204791406,-113.2859154,2.681288005125655,50.011763891108366,0.952369466,2.035595524575507
0.038,-191.030207,323.21961599468875,-132.189409,2.7061073738537633,50.01182494985119,0.9523819432018974,2.035783539330709
0.038200000000000005,-174.1437084,324.7149198,-150.5712114,2.732086602510502,50.01188599,0.9523944196616853,2.035971549000272
0.038400000000000004,-156.5699441,324.9287221293248,-168.358778,2.759123162949143,50.011947011220805,0.9524068951761941,2.0361595535574755
0.0386,-138.3782698,323.8601792560889,-185.4819095,2.7871103542174636,50.01200801365486,0.95241937,2.036347553
0.0388,-119.6404796,321.5135082129712,-201.8730286,2.815937723657661,50.01206899712661,0.952431843,2.036535547227927
0.039,-100.4305232,317.89797023848695,-217.4674471,2.845491502812526,50.01212996153977,0.9524443159987978,2.036723536287738
0.0392,-80.82421333,313.0278342092391,-232.2036209,2.875655056417572,50.01219090679807,0.9524567876829433,2.036911520128315
0.039400000000000004,-60.89892724,306.9223203271812,-246.0233931,2.906309342707139,50.012251832805255,0.9524692583971879,2.037099498722942
0.0396,-40.73330091,299.6055242662627,-258.8722234,2.937333383217848,50.01231273946513,0.9524817281366084,2.0372874720449032
0.0398,-20.40691885,291.10632207780924,-270.6994032,2.9686047402353433,50.01237362668151,0.9524941968962819,2.0374754400674826
0.04,-1.59E-13,281.4582562299427,-281.4582562,2.9999999999999996,50.012434494358246,0.9525066646712861,2.0376634027639664
0.0402,20.406918847026574,270.69940323078265,-291.1063221,3.0313952597646563,50.01249534239921,0.9525191314566986,2.0378513601076405
0.040400000000000005,40.733300908399634,258.8722233578635,-299.6055243,3.0626666167821535,50.01255617070833,0.9525315972475981,2.0380393120717923
0.040600000000000004,60.89892724036115,246.02339308682062,-306.9223203,3.0936906572928633,50.01261697918954,0.9525440620390629,2.0382272586297097
0.0408,80.82421332857834,232.2036208806609,-313.0278342,3.124344943582428,50.012677767746816,0.9525565258261725,2.038415199754681
0.041,100.43052317185831,217.46744706662878,-317.8979702,3.154508497187474,50.01273853628417,0.952568989,2.038603135419996
0.0412,119.64047962252063,201.87302859045082,-321.5135082,3.1840622763423396,50.012799284705636,0.9525814503676436,2.038791065598944
0.0414,138.37826975864877,185.4819094974403,-323.8601793,3.2128896457825364,50.01286001291528,0.9525939111121654,2.0389789902648165
0.041600000000000005,156.56994408305803,168.35877804626693,-324.9287221,3.2408768370508585,50.01292072081721,0.9526063708326522,2.0391669093909055
0.041800000000000004,174.14370836817434,150.57121141395479,-324.7149198,3.267913397489499,50.01298140831556,0.9526188295241851,2.0393548229505027
0.042,191.0302069950541,132.1894089996349,-323.219616,3.293892626146237,50.013042075314495,0.9526312871818456,2.0395427309169025
0.0422,207.16279666832438,113.28591537958988,-320.448712,3.318711994874345,50.01310272171821,0.9526437438007156,2.039730633263398
0.0424,222.47780942682394,93.93533400695331,-316.4131434,3.3422735529643446,50.01316334743094,0.9526561993758773,2.0399185299632845
0.0426,236.9148039119588,74.21403278596328,-311.1288367,3.364484313710706,50.01322395235695,0.9526686539024136,2.040106420989858
0.042800000000000005,250.41680390213187,54.19984268273294,-304.6166466,3.385256621387895,50.01328453640053,0.9526811073754077,2.0402943063164143
0.043000000000000003,262.93052317185817,33.97175056198719,-296.9022737,3.404508497187474,50.01334509946602,0.95269356,2.0404821859162507
0.0432,274.40657578815507,13.609587461989808,-288.0161633,3.4221639627510076,50.01340564145777,0.9527060111411035,2.0406700597626664
0.0434,284.79967101425575,-6.806286462,-277.9933846,3.4381533400219317,50.01346616228019,0.9527184614239738,2.040857927828959
0.0436,294.06879205145634,-27.19529908,-266.873493,3.4524135262330096,50.013526661837695,0.9527309106336385,2.041045790088429
0.0438,302.1773579136817,-47.47698428,-254.7003736,3.4648882429441255,50.01358714003475,0.9527433587651829,2.041233646514377
0.044000000000000004,309.0933677959251,-67.57129952,-241.5220683,3.475528258147577,50.01364759677587,0.9527558058136927,2.0414214970801043
0.0442,314.78952736680526,-87.3989417,-227.3905857,3.4842915805643155,50.013708031965564,0.9527682517742541,2.041609341758913
0.0444,319.24335648682387,-106.8816602,-212.3616963,3.4911436253643444,50.013768445508404,0.9527806966419534,2.041797180524106
0.0446,322.43727792720523,-125.9425656,-196.4947123,3.4960573506572388,50.013828837308985,0.9527931404118778,2.0419850133489876
0.0448,324.3586867391883,-144.5064332,-179.8522535,3.499013364214136,50.01388920727195,0.9528055830791146,2.0421728402068626
0.045000000000000005,325,-162.5,-162.5,3.5,50.01394955530196,0.9528180246387516,2.0423606610710365
0.045200000000000004,324.3586867391883,-179.8522535,-144.5064332,3.499013364214136,50.01400988130372,0.9528304650858771,2.042548475914816
